verTag,model,reason-filter,reason-version,splits,epochs,learning-rate,warmup-steps,batch-size,nTrain,nValidate,nTest,accTest,MCC,nMCC,RocAuc,f1-0,f1-1,num-0,num-1,F1,precision,recall,tp-rate,fp-rate,specificity,decile1-n,d1-pmin,d1-pmax,lift1,ks-stat,ks-decile,TP,TN,FP,FN,timestamp
radBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.740615869,0.407053649,0.704,0.699075262,0.597010756,0.808763092,7460,14785,0.808763092,0.792942094,0.825228272,0.825228272,0.427077748,0.572922252,2134,0.967,0.987,1.443,39.793,4,12201,4274,3186,2584,3/19/24 3:19
radBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.739042481,0.402654354,0.701,0.696563387,0.593288026,0.807889599,7460,14785,0.807889599,0.790953862,0.825566452,0.825566452,0.432439678,0.567560322,2142,0.969,0.986,1.449,41.204,4,12206,4234,3226,2579,3/19/24 3:19
radBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.739357159,0.402732826,0.701,0.696302022,0.592722675,0.80835592,7460,14785,0.80835592,0.790484194,0.827054447,0.827054447,0.434450402,0.565549598,2132,0.968,0.983,1.442,39.651,4,12228,4219,3241,2557,3/19/24 3:48
radBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.741649809,0.406024454,0.703,0.696930943,0.592959841,0.810773435,7460,14785,0.810773435,0.789939689,0.832735881,0.832735881,0.438873995,0.561126005,2136,0.964,0.983,1.444,39.409,4,12312,4186,3274,2473,3/19/24 3:48
radBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.73971679,0.401911236,0.701,0.6951115,0.590523338,0.8092257,7460,14785,0.8092257,0.788949566,0.830571525,0.830571525,0.440348525,0.559651475,2140,0.964,0.98,1.447,40.801,4,12280,4175,3285,2505,3/19/24 4:17
radBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.734726905,0.388903974,0.694,0.6881035,0.580149413,0.806111385,7460,14785,0.806111385,0.783833866,0.829692256,0.829692256,0.453485255,0.546514745,2089,0.941,0.947,1.413,39.692,4,12267,4077,3383,2518,3/19/24 4:17
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr1e04dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,0.0001,0,32,177959,22245,22245,0.702315127,0.303671827,0.652,0.643431771,0.511435739,0.785945177,7460,14785,0.785945177,0.752708811,0.822252283,0.822252283,0.53538874,0.46461126,1519,0.73,0.73,1.027,30.236,7,12157,3466,3994,2628,3/19/24 4:33
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr1e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,1.00E-05,0,32,177959,22245,22245,0.738817712,0.399833982,0.700,0.694103078,0.589108911,0.808566722,7460,14785,0.808566722,0.788307099,0.829895164,0.829895164,0.441689008,0.558310992,2141,0.961,0.988,1.448,39.107,4,12270,4165,3295,2515,3/19/24 4:33
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.739536975,0.401189466,0.701,0.694610961,0.58971817,0.80920706,7460,14785,0.80920706,0.788487454,0.831044978,0.831044978,0.441823056,0.558176944,2141,0.962,0.99,1.448,39.591,4,12287,4164,3296,2498,3/19/24 4:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.74200944,0.408239132,0.704,0.698695761,0.59587353,0.810525273,7460,14785,0.810525273,0.791731166,0.830233345,0.830233345,0.432841823,0.567158177,2131,0.963,0.991,1.441,37.473,4,12275,4231,3229,2510,3/19/24 4:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.738233311,0.398226495,0.699,0.693198558,0.587752212,0.808233163,7460,14785,0.808233163,0.787612323,0.8299628,0.8299628,0.443565684,0.556434316,2140,0.964,0.986,1.447,37.775,4,12271,4151,3309,2514,3/19/24 4:48
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.740481007,0.40194766,0.701,0.694258546,0.588729786,0.810429186,7460,14785,0.810429186,0.787592545,0.834629692,0.834629692,0.446112601,0.553887399,2141,0.958,0.987,1.448,37.695,4,12340,4132,3328,2445,3/19/24 4:48
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.738233311,0.397475857,0.699,0.692468025,0.58646403,0.808510638,7460,14785,0.808510638,0.786802355,0.831450795,0.831450795,0.446514745,0.553485255,2133,0.961,0.983,1.442,36.686,4,12293,4129,3331,2492,3/19/24 4:54
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.739492021,0.400425155,0.700,0.693913021,0.588510971,0.809418884,7460,14785,0.809418884,0.787735245,0.832330064,0.832330064,0.444504021,0.555495979,2120,0.953,0.971,1.434,36.364,4,12306,4144,3316,2479,3/19/24 4:54
baseBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1571,0.58,0.89,1.062,1.859,1,14785,0,7460,0,3/19/24 8:37
baseBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.73432232,0.391504563,0.696,0.690986921,0.58543771,0.804524707,7460,14785,0.804524707,0.78723542,0.822590463,0.822590463,0.440616622,0.559383378,2124,0.972,0.992,1.436,37.796,4,12162,4173,3287,2623,3/19/24 8:37
baseBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.736749831,0.396768314,0.698,0.693410805,0.588706279,0.806426021,7460,14785,0.806426021,0.788646796,0.825025364,0.825025364,0.438203753,0.561796247,2125,0.968,0.991,1.437,38.199,4,12198,4191,3269,2587,3/19/24 8:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.738053495,0.398085511,0.699,0.693262522,0.58793579,0.808000264,7460,14785,0.808000264,0.787779491,0.829286439,0.829286439,0.442761394,0.557238606,2126,0.971,0.99,1.438,36.727,4,12261,4157,3303,2524,3/19/24 8:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.737738818,0.398728966,0.699,0.694221215,0.589732771,0.807267922,7460,14785,0.807267922,0.789021634,0.826378086,0.826378086,0.437935657,0.562064343,2125,0.972,0.991,1.437,37.07,4,12218,4193,3267,2567,3/19/24 8:41
baseBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.736030569,0.398673219,0.699,0.695891469,0.593239124,0.804618354,7460,14785,0.804618354,0.791865872,0.817788299,0.817788299,0.426005362,0.573994638,2106,0.956,0.972,1.424,39.409,4,12091,4282,3178,2694,3/19/24 8:41
baseBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.735086536,0.394570999,0.697,0.693056101,0.58873613,0.804615232,7460,14785,0.804615232,0.789151925,0.820696652,0.820696652,0.43458445,0.56541555,2104,0.959,0.968,1.423,37.936,4,12134,4218,3242,2651,3/19/24 8:56
baseBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataCNF-v3-2xScrptV3-1,baseBERT,CNF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.689503259,0.208914916,0.604,0.571166977,0.313896891,0.799349272,7460,14785,0.799349272,0.700580507,0.930537707,0.930537707,0.788203753,0.211796247,1348,0.78,0.78,0.912,15.389,8,13758,1580,5880,1027,3/19/24 8:57
radBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,824,0.552,0.552,0.557,0,10,14785,0,7460,0,3/19/24 9:19
radBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.740481007,0.408172901,0.704,0.700268845,0.59906938,0.808148616,7460,14785,0.808148616,0.794394355,0.822387555,0.822387555,0.421849866,0.578150134,2135,0.967,0.99,1.444,37.271,4,12159,4313,3147,2626,3/19/24 9:20
radBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.740256237,0.409978336,0.705,0.702158531,0.602285242,0.807155731,7460,14785,0.807155731,0.796731897,0.817855935,0.817855935,0.413538874,0.586461126,2139,0.97,0.99,1.446,37.998,4,12092,4375,3085,2693,3/19/24 9:20
radBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.738547988,0.407234362,0.704,0.701271917,0.601370802,0.80548495,7460,14785,0.80548495,0.796692028,0.814474129,0.814474129,0.411930295,0.588069705,2140,0.972,0.989,1.447,37.755,4,12042,4387,3073,2743,3/19/24 9:20
radBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.738592942,0.403641834,0.702,0.697951922,0.595815667,0.806829884,7460,14785,0.806829884,0.792792793,0.821373013,0.821373013,0.425469169,0.574530831,2115,0.971,0.985,1.43,37.897,4,12144,4286,3174,2641,3/19/24 9:24
radBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.739581929,0.405939341,0.703,0.699094392,0.597400792,0.807547922,7460,14785,0.807547922,0.79354923,0.822049374,0.822049374,0.42386059,0.57613941,2131,0.967,0.982,1.441,37.998,4,12154,4298,3162,2631,3/19/24 9:24
radBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.739222297,0.404299285,0.702,0.697927284,0.595551837,0.80757621,7460,14785,0.80757621,0.792409842,0.823334461,0.823334461,0.427479893,0.572520107,2115,0.951,0.956,1.43,40.579,4,12173,4271,3189,2612,3/19/24 9:38
radBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataCNF-v3-2xScrptV3-1,radBERT,CNF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.736570016,0.397240042,0.699,0.694039272,0.589865622,0.805973114,7460,14785,0.805973114,0.789453201,0.823199188,0.823199188,0.435120643,0.564879357,2106,0.947,0.962,1.424,40.458,4,12171,4214,3246,2614,3/19/24 9:40
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.737783772,0.396230365,0.698,0.691764577,0.585400526,0.808257454,7460,14785,0.808257454,0.786262471,0.831518431,0.831518431,0.447989276,0.552010724,2142,0.968,0.991,1.449,39.227,4,12294,4118,3342,2491,3/19/24 9:57
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1672,0.543,0.543,1.131,12.686,4,14785,0,7460,0,3/19/24 9:57
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.738413127,0.397858425,0.699,0.692636503,0.586689396,0.808654763,7460,14785,0.808654763,0.786893639,0.831653703,0.831653703,0.446380697,0.553619303,2129,0.973,0.994,1.44,37.917,4,12296,4130,3330,2489,3/19/24 10:04
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.738008541,0.394124557,0.697,0.689410006,0.581081081,0.809405455,7460,14785,0.809405455,0.783575002,0.836996956,0.836996956,0.458176944,0.541823056,2129,0.973,0.991,1.44,38.3,4,12375,4042,3418,2410,3/19/24 10:04
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.737603956,0.397081414,0.699,0.692791518,0.587286997,0.807658088,7460,14785,0.807658088,0.787495181,0.828880622,0.828880622,0.443297587,0.556702413,2128,0.976,0.994,1.439,36.949,4,12255,4153,3307,2530,3/19/24 10:06
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.738637896,0.398192907,0.699,0.692705975,0.586721638,0.808888305,7460,14785,0.808888305,0.786851698,0.832194792,0.832194792,0.446782842,0.553217158,2122,0.974,0.991,1.435,36.888,4,12304,4127,3333,2481,3/19/24 10:07
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.737828726,0.393408374,0.697,0.688909467,0.580250468,0.809386848,7460,14785,0.809386848,0.783125672,0.837470409,0.837470409,0.459651475,0.540348525,2123,0.962,0.979,1.436,37.412,4,12382,4031,3429,2403,3/19/24 10:10
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataCNF-v3-2xScrptV3-1,bioClinBERT,CNF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.737064509,0.391904733,0.696,0.68833456,0.57954137,0.808724942,7460,14785,0.808724942,0.782892238,0.836320595,0.836320595,0.459651475,0.540348525,2110,0.956,0.973,1.427,37.372,4,12365,4031,3429,2420,3/19/24 10:10
baseBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.733603057,0.384148421,0.692,0.684767594,0.574587222,0.806086387,7460,14785,0.806086387,0.780792393,0.833074062,0.833074062,0.463538874,0.536461126,2131,0.964,0.984,1.441,37.917,4,12317,4002,3458,2468,3/19/24 10:48
baseBERT-randomsplits-ep2bSz32nTok64wup0lr1e04dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1773,0.564,0.564,1.199,25.597,5,14785,0,7460,0,3/19/24 10:48
baseBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.734142504,0.384361274,0.692,0.684343259,0.57355062,0.806870877,7460,14785,0.806870877,0.780071983,0.835576598,0.835576598,0.46689008,0.53310992,2128,0.959,0.985,1.439,40.055,4,12354,3977,3483,2431,3/19/24 10:48
baseBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.735446168,0.390812914,0.695,0.68914268,0.581704457,0.806548108,7460,14785,0.806548108,0.784599642,0.829759892,0.829759892,0.451474531,0.548525469,2121,0.962,0.99,1.434,39.389,4,12268,4092,3368,2517,3/19/24 10:48
baseBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.730186559,0.372933305,0.686,0.677781014,0.563173217,0.804813008,7460,14785,0.804813008,0.775070467,0.83692932,0.83692932,0.481367292,0.518632708,2055,0.879,0.879,1.39,40.643,5,12374,3869,3591,2411,3/19/24 10:48
baseBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.737019555,0.392515883,0.696,0.68899807,0.580765372,0.808422845,7460,14785,0.808422845,0.783632785,0.834832601,0.834832601,0.456836461,0.543163539,2127,0.962,0.987,1.438,37.897,4,12343,4052,3408,2442,3/19/24 10:48
baseBERT-randomsplits-ep2bSz32nTok64wup0lr1e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,1.00E-05,0,32,177959,22245,22245,0.73409755,0.385828628,0.693,0.68583692,0.576319748,0.806249795,7460,14785,0.806249795,0.781694614,0.8323977,0.8323977,0.460723861,0.539276139,2125,0.962,0.988,1.437,38.643,4,12307,4023,3437,2478,3/19/24 10:48
baseBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.736120477,0.388327601,0.694,0.685897665,0.575498988,0.808557824,7460,14785,0.808557824,0.780752031,0.838417315,0.838417315,0.466621984,0.533378016,2118,0.957,0.976,1.432,40.316,4,12396,3979,3481,2389,3/19/24 10:49
radBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.73868285,0.401757928,0.701,0.696093606,0.592613358,0.807650309,7460,14785,0.807650309,0.790619331,0.82543118,0.82543118,0.433243968,0.566756032,2148,0.964,0.985,1.453,40.902,4,12204,4228,3232,2581,3/19/24 10:49
radBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.738098449,0.399070121,0.700,0.694159698,0.589487035,0.80771008,7460,14785,0.80771008,0.788757816,0.827595536,0.827595536,0.439276139,0.560723861,2137,0.964,0.984,1.445,40.458,4,12236,4183,3277,2549,3/19/24 10:49
radBERT-randomsplits-ep2bSz32nTok64wup0lr1e04dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1530,0.638,0.638,1.035,7.063,9,14785,0,7460,0,3/19/24 10:50
radBERT-randomsplits-ep2bSz32nTok64wup0lr1e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,1.00E-05,0,32,177959,22245,22245,0.738053495,0.3973319,0.699,0.692531989,0.586649642,0.808278222,7460,14785,0.808278222,0.786968221,0.830774434,0.830774434,0.445710456,0.554289544,2124,0.961,0.988,1.436,39.207,4,12283,4135,3325,2502,3/19/24 10:50
radBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.737334232,0.398341529,0.699,0.694282119,0.589993685,0.806772711,7460,14785,0.806772711,0.789310211,0.825025364,0.825025364,0.436461126,0.563538874,2141,0.965,0.974,1.448,40.921,4,12198,4204,3256,2587,3/19/24 10:57
radBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.737828726,0.40055514,0.700,0.695849536,0.592509782,0.806746637,7460,14785,0.806746637,0.790814006,0.823334461,0.823334461,0.431635389,0.568364611,2146,0.963,0.983,1.451,40.861,4,12173,4240,3220,2612,3/19/24 10:57
radBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.73409755,0.388279852,0.694,0.688194551,0.580585691,0.805344391,7460,14785,0.805344391,0.784258428,0.827595536,0.827595536,0.451206434,0.548793566,2117,0.956,0.96,1.432,40.276,4,12236,4094,3366,2549,3/19/24 11:00
radBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.734816813,0.385754827,0.693,0.684916942,0.57429458,0.807429896,7460,14785,0.807429896,0.780350833,0.836455867,0.836455867,0.466621984,0.533378016,2108,0.942,0.955,1.426,39.349,4,12367,3979,3481,2418,3/19/24 11:01
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.737783772,0.397531274,0.699,0.693026408,0.587628137,0.807777229,7460,14785,0.807777229,0.787660668,0.828948258,0.828948258,0.442895442,0.557104558,2139,0.963,0.987,1.446,37.231,4,12256,4156,3304,2529,3/19/24 11:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr1e04dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1892,0.863,0.863,1.279,31.241,4,14785,0,7460,0,3/19/24 11:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.732883794,0.389722364,0.695,0.690768101,0.585634589,0.80291874,7460,14785,0.80291874,0.7877644,0.818667568,0.818667568,0.437131367,0.562868633,2071,0.92,0.923,1.4,39.227,4,12104,4199,3261,2681,3/19/24 11:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.73535626,0.392554873,0.696,0.690901378,0.584867076,0.805767264,7460,14785,0.805767264,0.786588508,0.825904633,0.825904633,0.444101877,0.555898123,2138,0.961,0.989,1.446,38.3,4,12211,4147,3313,2574,3/19/24 11:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.736075523,0.393237883,0.697,0.690778346,0.584353982,0.806652396,7460,14785,0.806652396,0.786071887,0.828339533,0.828339533,0.446782842,0.553217158,2140,0.961,0.991,1.447,37.594,4,12247,4127,3333,2538,3/19/24 11:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.735581029,0.392880313,0.696,0.69097085,0.584897671,0.806002639,7460,14785,0.806002639,0.786546508,0.826445722,0.826445722,0.444504021,0.555495979,2115,0.946,0.97,1.43,38.139,4,12219,4144,3316,2566,3/19/24 11:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr1e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,1.00E-05,0,32,177959,22245,22245,0.73535626,0.393083644,0.697,0.691399469,0.585743438,0.805574821,7460,14785,0.805574821,0.78714341,0.824890091,0.824890091,0.442091153,0.557908847,2129,0.958,0.988,1.44,37.634,4,12196,4162,3298,2589,3/19/24 11:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.737559002,0.397826512,0.699,0.693554645,0.588641488,0.807314014,7460,14785,0.807314014,0.788371044,0.827189719,0.827189719,0.440080429,0.559919571,2124,0.948,0.964,1.436,39.409,4,12230,4177,3283,2555,3/19/24 11:36
radBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.715306811,0.369478875,0.685,0.686909351,0.585943119,0.783079294,7460,14785,0.783079294,0.793268563,0.773148461,0.773148461,0.399329759,0.600670241,2031,0.907,0.912,1.373,40.784,5,11431,4481,2979,3354,3/19/24 12:20
radBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.735850753,0.396773107,0.698,0.694328335,0.590636756,0.805017255,7460,14785,0.805017255,0.790176536,0.820426108,0.820426108,0.431769437,0.568230563,2118,0.954,0.956,1.432,40.539,4,12130,4239,3221,2655,3/19/24 12:20
radBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1468,0.614,0.614,0.993,0.605,8,14785,0,7460,0,3/19/24 12:21
