verTag,model,reason-filter,reason-version,splits,epochs,learning-rate,warmup-steps,batch-size,nTrain,nValidate,nTest,accTest,MCC,nMCC,RocAuc,f1-0,f1-1,num-0,num-1,F1,precision,recall,tp-rate,fp-rate,specificity,decile1-n,d1-pmin,d1-pmax,lift1,ks-stat,ks-decile,TP,TN,FP,FN,timestamp
baseBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.73283884,0.386108818,0.693,0.687480088,0.579851538,0.804152249,7460,14785,0.804152249,0.784125964,0.825228272,0.825228272,0.450268097,0.549731903,2121,0.97,0.984,1.434,37.735,4,12201,4101,3359,2584,3/19/24 12:21
radBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.738188357,0.404324311,0.702,0.698975802,0.597678917,0.80595722,7460,14785,0.80595722,0.794208418,0.818058843,0.818058843,0.420107239,0.579892761,2131,0.971,0.986,1.441,39.087,4,12095,4326,3134,2690,3/19/24 12:21
radBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.736794785,0.39770288,0.699,0.694241569,0.590129506,0.806157921,7460,14785,0.806157921,0.789559014,0.823469733,0.823469733,0.434986595,0.565013405,2139,0.962,0.972,1.446,40.559,4,12175,4215,3245,2610,3/19/24 12:22
radBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.738503034,0.402048958,0.701,0.696556043,0.59347264,0.807262847,7460,14785,0.807262847,0.791244479,0.823943186,0.823943186,0.430831099,0.569168901,2137,0.966,0.991,1.445,37.009,4,12182,4246,3214,2603,3/19/24 12:22
radBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.736929647,0.400362313,0.700,0.69656783,0.594062153,0.805413314,7460,14785,0.805413314,0.792138139,0.819141021,0.819141021,0.426005362,0.573994638,2130,0.969,0.99,1.44,38.159,4,12111,4282,3178,2674,3/19/24 12:22
radBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataCF-v3-2xScrptV3-1,radBERT,CF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.73661497,0.399734276,0.700,0.696297897,0.593717495,0.805148159,7460,14785,0.805148159,0.792004711,0.818735205,0.818735205,0.42613941,0.57386059,2149,0.97,0.99,1.453,37.917,4,12105,4281,3179,2680,3/19/24 12:22
baseBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.724117779,0.356625088,0.678,0.669031611,0.549511855,0.801179253,7460,14785,0.801179253,0.768872031,0.836320595,0.836320595,0.498257373,0.501742627,2040,0.921,0.923,1.38,38.908,5,12365,3743,3717,2420,3/19/24 12:22
baseBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1572,0.587,0.587,1.063,13.109,8,14785,0,7460,0,3/19/24 12:22
baseBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.732569117,0.385876937,0.693,0.687542828,0.580080469,0.803812288,7460,14785,0.803812288,0.784335178,0.824281366,0.824281366,0.44919571,0.55080429,2130,0.967,0.991,1.44,37.13,4,12187,4109,3351,2598,3/19/24 12:22
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1528,0.668,0.668,1.033,9.24,9,14785,0,7460,0,3/19/24 12:22
baseBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.711845359,0.304936725,0.652,0.633168013,0.478522616,0.800919312,7460,14785,0.800919312,0.74048125,0.872100101,0.872100101,0.605764075,0.394235925,2035,0.891,0.892,1.376,40.078,5,12894,2941,4519,1891,3/19/24 12:22
baseBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.735536076,0.391262754,0.696,0.689475965,0.582262302,0.806524813,7460,14785,0.806524813,0.784918704,0.829354075,0.829354075,0.450402145,0.549597855,2130,0.965,0.989,1.44,38.582,4,12262,4100,3360,2523,3/19/24 12:22
baseBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.732883794,0.386265823,0.693,0.687580318,0.580011309,0.804165843,7460,14785,0.804165843,0.784212895,0.825160636,0.825160636,0.45,0.55,2123,0.971,0.989,1.436,36.908,4,12200,4103,3357,2585,3/19/24 12:22
baseBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataCF-v3-2xScrptV3-1,baseBERT,CF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.731759946,0.383795069,0.692,0.686436012,0.578452844,0.803296522,7460,14785,0.803296522,0.783536977,0.824078458,0.824078458,0.451206434,0.548793566,2116,0.959,0.98,1.431,38.864,4,12184,4094,3366,2601,3/19/24 12:23
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.735625983,0.392407449,0.696,0.690473371,0.583999434,0.8062465,7460,14785,0.8062465,0.785971223,0.827595536,0.827595536,0.446648794,0.553351206,2136,0.964,0.991,1.444,38.643,4,12236,4128,3332,2549,3/19/24 12:24
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.735086536,0.387692101,0.694,0.686514505,0.577108001,0.807134675,7460,14785,0.807134675,0.781927711,0.834020967,0.834020967,0.460991957,0.539008043,2138,0.971,0.993,1.446,38.683,4,12331,4021,3439,2454,3/19/24 12:47
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.736075523,0.389763488,0.695,0.687391327,0.578263056,0.807942687,7460,14785,0.807942687,0.782374557,0.835238417,0.835238417,0.460455764,0.539544236,2129,0.977,0.991,1.44,36.546,4,12349,4025,3435,2436,3/19/24 12:48
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.73432232,0.387948456,0.694,0.687633108,0.579479152,0.805822053,7460,14785,0.805822053,0.783528209,0.829421711,0.829421711,0.454155496,0.545844504,2130,0.973,0.991,1.44,36.343,4,12263,4072,3388,2522,3/19/24 13:04
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.734951675,0.385887524,0.693,0.684885572,0.574173046,0.807596919,7460,14785,0.807596919,0.780250962,0.83692932,0.83692932,0.467158177,0.532841823,2127,0.968,0.989,1.438,37.009,4,12374,3975,3485,2411,3/19/24 13:04
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.733737919,0.385230681,0.693,0.685665994,0.576171735,0.805898738,7460,14785,0.805898738,0.781691036,0.831653703,0.831653703,0.460321716,0.539678284,2129,0.967,0.978,1.44,38.461,4,12296,4026,3434,2489,3/19/24 13:07
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataCF-v3-2xScrptV3-1,bioClinBERT,CF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.730186559,0.3583829,0.679,0.662008131,0.530727131,0.810662461,7460,14785,0.810662461,0.759621638,0.869056476,0.869056476,0.545040214,0.454959786,1632,0.803,0.806,1.104,39.167,6,12849,3394,4066,1936,3/19/24 13:07
baseBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.73845808,0.396132292,0.698,0.690877193,0.583536149,0.809370904,7460,14785,0.809370904,0.784938036,0.83537369,0.83537369,0.453619303,0.546380697,2127,0.967,0.989,1.438,39.53,4,12351,4076,3384,2434,3/19/24 15:02
radBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.70991234,0.322707717,0.661,0.652832897,0.525758801,0.791050092,7460,14785,0.791050092,0.758789912,0.826175178,0.826175178,0.520509383,0.479490617,2064,0.919,0.922,1.396,37.96,5,12215,3577,3883,2570,3/19/24 15:02
radBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.736704878,0.392506142,0.696,0.689359053,0.58155319,0.80792313,7460,14785,0.80792313,0.784186402,0.833141698,0.833141698,0.454423592,0.545576408,2124,0.962,0.972,1.436,40.599,4,12318,4070,3390,2467,3/19/24 15:02
baseBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.738952574,0.395626372,0.698,0.689754919,0.581296416,0.810358904,7460,14785,0.810358904,0.783468047,0.839161312,0.839161312,0.459651475,0.540348525,2136,0.967,0.99,1.444,39.429,4,12407,4031,3429,2378,3/19/24 15:02
radBERT-randomsplits-ep2bSz32nTok64wup0lr1e04dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1946,0.599,0.599,1.316,33.197,6,14785,0,7460,0,3/19/24 15:03
radBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.741784671,0.409179302,0.705,0.699854913,0.597928041,0.809826513,7460,14785,0.809826513,0.793177249,0.827189719,0.827189719,0.427479893,0.572520107,2132,0.966,0.986,1.442,39.712,4,12230,4271,3189,2555,3/19/24 15:03
radBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.738952574,0.401958567,0.701,0.69599766,0.592348192,0.808001323,7460,14785,0.808001323,0.790362225,0.826445722,0.826445722,0.434450402,0.565549598,2148,0.963,0.983,1.453,39.611,4,12219,4219,3241,2566,3/19/24 15:03
radBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.740391099,0.403046125,0.702,0.69545274,0.590860786,0.809876543,7460,14785,0.809876543,0.788967287,0.831924248,0.831924248,0.441018767,0.558981233,2135,0.965,0.985,1.444,40.518,4,12300,4170,3290,2485,3/19/24 15:03
radBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.739267251,0.39854656,0.699,0.69231607,0.585773461,0.809761218,7460,14785,0.809761218,0.78609183,0.834900237,0.834900237,0.450268097,0.549731903,2130,0.963,0.98,1.44,40.055,4,12344,4101,3359,2441,3/19/24 15:03
baseBERT-randomsplits-ep2bSz32nTok64wup0lr1e04dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1474,0.673,0.673,0.997,1.234,7,14785,0,7460,0,3/19/24 15:03
radBERT-randomsplits-ep2bSz32nTok64wup0lr1e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,2,1.00E-05,0,32,177959,22245,22245,0.740436053,0.401859962,0.701,0.694224728,0.588687847,0.810390122,7460,14785,0.810390122,0.787578988,0.834562056,0.834562056,0.446112601,0.553887399,2131,0.962,0.988,1.441,39.268,4,12339,4132,3328,2446,3/19/24 15:03
baseBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.739357159,0.396945926,0.698,0.690590578,0.582637489,0.810510491,7460,14785,0.810510491,0.784164928,0.838687859,0.838687859,0.457506702,0.542493298,2109,0.958,0.979,1.426,39.994,4,12400,4047,3413,2385,3/19/24 15:03
baseBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.731400315,0.377658783,0.689,0.68098532,0.568623204,0.804987108,7460,14785,0.804987108,0.777847862,0.834088603,0.834088603,0.472117962,0.527882038,2085,0.931,0.933,1.41,42.417,5,12332,3938,3522,2453,3/19/24 15:03
baseBERT-randomsplits-ep2bSz32nTok64wup0lr1e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,1.00E-05,0,32,177959,22245,22245,0.737738818,0.394725568,0.697,0.690336104,0.582868583,0.808746394,7460,14785,0.808746394,0.78471913,0.834291512,0.834291512,0.453619303,0.546380697,2121,0.963,0.988,1.434,38.965,4,12335,4076,3384,2450,3/19/24 15:03
baseBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.739986514,0.397706225,0.699,0.69056594,0.582322357,0.811239475,7460,14785,0.811239475,0.783817872,0.840649307,0.840649307,0.459517426,0.540482574,2114,0.963,0.984,1.43,37.917,4,12429,4032,3428,2356,3/19/24 15:03
baseBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.73845808,0.394453707,0.697,0.689183684,0.580473031,0.810005878,7460,14785,0.810005878,0.78310286,0.838823132,0.838823132,0.460455764,0.539544236,2122,0.963,0.985,1.435,39.107,4,12402,4025,3435,2383,3/19/24 15:03
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr1e04dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,0.0001,0,32,177959,22245,22245,0.702315127,0.303671827,0.652,0.643431771,0.511435739,0.785945177,7460,14785,0.785945177,0.752708811,0.822252283,0.822252283,0.53538874,0.46461126,1519,0.73,0.73,1.027,30.236,7,12157,3466,3994,2628,3/19/24 15:04
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr1e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,1.00E-05,0,32,177959,22245,22245,0.738817712,0.399833982,0.700,0.694103078,0.589108911,0.808566722,7460,14785,0.808566722,0.788307099,0.829895164,0.829895164,0.441689008,0.558310992,2141,0.961,0.988,1.448,39.107,4,12270,4165,3295,2515,3/19/24 15:04
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr2e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,2.00E-05,0,32,177959,22245,22245,0.739536975,0.401189466,0.701,0.694610961,0.58971817,0.80920706,7460,14785,0.80920706,0.788487454,0.831044978,0.831044978,0.441823056,0.558176944,2141,0.962,0.99,1.448,39.591,4,12287,4164,3296,2498,3/19/24 15:33
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr3e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,3.00E-05,0,32,177959,22245,22245,0.74200944,0.408239132,0.704,0.698695761,0.59587353,0.810525273,7460,14785,0.810525273,0.791731166,0.830233345,0.830233345,0.432841823,0.567158177,2131,0.963,0.991,1.441,37.473,4,12275,4231,3229,2510,3/19/24 15:33
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr4e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,4.00E-05,0,32,177959,22245,22245,0.738233311,0.398226495,0.699,0.693198558,0.587752212,0.808233163,7460,14785,0.808233163,0.787612323,0.8299628,0.8299628,0.443565684,0.556434316,2140,0.964,0.986,1.447,37.775,4,12271,4151,3309,2514,3/19/24 15:34
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr5e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,5.00E-05,0,32,177959,22245,22245,0.740481007,0.40194766,0.701,0.694258546,0.588729786,0.810429186,7460,14785,0.810429186,0.787592545,0.834629692,0.834629692,0.446112601,0.553887399,2141,0.958,0.987,1.448,37.695,4,12340,4132,3328,2445,3/19/24 15:34
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr7e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,7.00E-05,0,32,177959,22245,22245,0.739492021,0.400425155,0.700,0.693913021,0.588510971,0.809418884,7460,14785,0.809418884,0.787735245,0.832330064,0.832330064,0.444504021,0.555495979,2120,0.953,0.971,1.434,36.364,4,12306,4144,3316,2479,3/19/24 15:35
bioClinBERT-randomsplits-ep2bSz32nTok64wup0lr6e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,2,6.00E-05,0,32,177959,22245,22245,0.738233311,0.397475857,0.699,0.692468025,0.58646403,0.808510638,7460,14785,0.808510638,0.786802355,0.831450795,0.831450795,0.446514745,0.553485255,2133,0.961,0.983,1.442,36.686,4,12293,4129,3331,2492,3/19/24 15:35
radBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.739357159,0.405087056,0.703,0.698526829,0.596520529,0.80750332,7460,14785,0.80750332,0.793022498,0.822522827,0.822522827,0.425469169,0.574530831,2136,0.97,0.987,1.444,37.917,4,12161,4286,3174,2624,3/19/24 16:37
radBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,906,0.575,0.575,0.613,0,10,14785,0,7460,0,3/19/24 16:37
radBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.737963587,0.397294629,0.699,0.692597177,0.586800879,0.808149294,7460,14785,0.808149294,0.787088088,0.830368617,0.830368617,0.445174263,0.554825737,2126,0.965,0.98,1.438,39.087,4,12277,4139,3321,2508,3/19/24 16:37
radBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.73661497,0.393692972,0.697,0.690619659,0.583848285,0.80733945,7460,14785,0.80733945,0.785613721,0.830300981,0.830300981,0.449061662,0.550938338,2114,0.952,0.964,1.43,38.764,4,12276,4110,3350,2509,3/19/24 16:37
radBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1583,0.667,0.667,1.07,8.333,7,14785,0,7460,0,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.736030569,0.398673219,0.699,0.695891469,0.593239124,0.804618354,7460,14785,0.804618354,0.791865872,0.817788299,0.817788299,0.426005362,0.573994638,2106,0.956,0.972,1.424,39.409,4,12091,4282,3178,2694,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr7e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,7.00E-05,0,32,177959,22245,22245,0.689503259,0.208914916,0.604,0.571166977,0.313896891,0.799349272,7460,14785,0.799349272,0.700580507,0.930537707,0.930537707,0.788203753,0.211796247,1348,0.78,0.78,0.912,15.389,8,13758,1580,5880,1027,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.735086536,0.394570999,0.697,0.693056101,0.58873613,0.804615232,7460,14785,0.804615232,0.789151925,0.820696652,0.820696652,0.43458445,0.56541555,2104,0.959,0.968,1.423,37.936,4,12134,4218,3242,2651,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr4e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,4.00E-05,0,32,177959,22245,22245,0.737738818,0.398728966,0.699,0.694221215,0.589732771,0.807267922,7460,14785,0.807267922,0.789021634,0.826378086,0.826378086,0.437935657,0.562064343,2125,0.972,0.991,1.437,37.07,4,12218,4193,3267,2567,3/19/24 16:38
radBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.739267251,0.403960735,0.702,0.697562629,0.594915491,0.807768792,7460,14785,0.807768792,0.791967245,0.82421373,0.82421373,0.429088472,0.570911528,2136,0.965,0.988,1.444,37.856,4,12186,4259,3201,2599,3/19/24 16:38
radBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.737109463,0.400339183,0.700,0.696371041,0.593663146,0.805701376,7460,14785,0.805701376,0.79181088,0.820087927,0.820087927,0.427345845,0.572654155,2141,0.971,0.991,1.448,37.554,4,12125,4272,3188,2660,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.73432232,0.391504563,0.696,0.690986921,0.58543771,0.804524707,7460,14785,0.804524707,0.78723542,0.822590463,0.822590463,0.440616622,0.559383378,2124,0.972,0.992,1.436,37.796,4,12162,4173,3287,2623,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.738053495,0.398085511,0.699,0.693262522,0.58793579,0.808000264,7460,14785,0.808000264,0.787779491,0.829286439,0.829286439,0.442761394,0.557238606,2126,0.971,0.99,1.438,36.727,4,12261,4157,3303,2524,3/19/24 16:38
radBERT-randomsplits-ep3bSz32nTok64wup0lr2e05dataNCNF-v3-2xScrptV3-1,radBERT,NCNF,3-2x,random:80-10-10,3,2.00E-05,0,32,177959,22245,22245,0.739087435,0.406881975,0.703,0.700449109,0.599834528,0.806443007,7460,14785,0.806443007,0.795408197,0.817788299,0.817788299,0.41689008,0.58310992,2135,0.97,0.99,1.444,37.554,4,12091,4350,3110,2694,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr1e04dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,0.0001,0,32,177959,22245,22245,0.66464374,0,0.500,0.5,0,0.798541723,7460,14785,0.798541723,0.66464374,1,1,1,0,1571,0.58,0.89,1.062,1.859,1,14785,0,7460,0,3/19/24 16:38
baseBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataNCNF-v3-2xScrptV3-1,baseBERT,NCNF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.736749831,0.396768314,0.698,0.693410805,0.588706279,0.806426021,7460,14785,0.806426021,0.788646796,0.825025364,0.825025364,0.438203753,0.561796247,2125,0.968,0.991,1.437,38.199,4,12198,4191,3269,2587,3/19/24 16:38
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr5e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,3,5.00E-05,0,32,177959,22245,22245,0.738637896,0.398192907,0.699,0.692705975,0.586721638,0.808888305,7460,14785,0.808888305,0.786851698,0.832194792,0.832194792,0.446782842,0.553217158,2122,0.974,0.991,1.435,36.888,4,12304,4127,3333,2481,3/19/24 17:24
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr3e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,3,3.00E-05,0,32,177959,22245,22245,0.737603956,0.397081414,0.699,0.692791518,0.587286997,0.807658088,7460,14785,0.807658088,0.787495181,0.828880622,0.828880622,0.443297587,0.556702413,2128,0.976,0.994,1.439,36.949,4,12255,4153,3307,2530,3/19/24 17:24
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr1e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,3,1.00E-05,0,32,177959,22245,22245,0.737783772,0.396230365,0.698,0.691764577,0.585400526,0.808257454,7460,14785,0.808257454,0.786262471,0.831518431,0.831518431,0.447989276,0.552010724,2142,0.968,0.991,1.449,39.227,4,12294,4118,3342,2491,3/19/24 17:24
bioClinBERT-randomsplits-ep3bSz32nTok64wup0lr6e05dataNCNF-v3-2xScrptV3-1,bioClinBERT,NCNF,3-2x,random:80-10-10,3,6.00E-05,0,32,177959,22245,22245,0.737828726,0.393408374,0.697,0.688909467,0.580250468,0.809386848,7460,14785,0.809386848,0.783125672,0.837470409,0.837470409,0.459651475,0.540348525,2123,0.962,0.979,1.436,37.412,4,12382,4031,3429,2403,3/19/24 17:24
